2023-12-23 13:19:58.8143–TRACE–2023/12/23 13:19:58:8055| 0|  COM5| S |11
2023-12-23 13:19:59.0739–TRACE–2023/12/23 13:19:59:0720| 0|  COM5| S |11
2023-12-23 13:19:59.2406–TRACE–2023/12/23 13:19:59:2388| 0|  COM5| S |11
2023-12-23 13:19:59.4075–TRACE–2023/12/23 13:19:59:4058| 0|  COM5| S |11
2023-12-23 13:19:59.5668–TRACE–2023/12/23 13:19:59:5655| 0|  COM5| S |11
2023-12-23 13:19:59.7239–TRACE–2023/12/23 13:19:59:7226| 0|  COM5| S |11
2023-12-23 13:19:59.9002–TRACE–2023/12/23 13:19:59:8987| 0|  COM5| S |11
2023-12-23 13:20:00.9083–TRACE–2023/12/23 13:20:00:9067| 0|  COM5| S |11
2023-12-23 13:20:01.1070–TRACE–2023/12/23 13:20:01:1053| 0|  COM5| S |11
2023-12-23 13:20:01.3428–TRACE–2023/12/23 13:20:01:3401| 0|  COM5| S |11
2023-12-23 13:20:05.5596–TRACE–2023/12/23 13:20:05:5595| 0|  COM5| Rs |00
2023-12-23 13:20:05.9052–TRACE–2023/12/23 13:20:05:9052| 0|  COM5| Rs |0A48656C6F20776F726C64210D0A
2023-12-23 13:55:27.7986–TRACE–2023/12/23 13:55:27:7911| 0|  COM5| S |FA52010601
2023-12-23 13:55:27.7986–TRACE–2023/12/23 13:55:27:8047| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:31.7069–TRACE–2023/12/23 13:55:31:7056| 0|  COM5| S |FA52010601
2023-12-23 13:55:31.7137–TRACE–2023/12/23 13:55:31:7137| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:32.0626–TRACE–2023/12/23 13:55:32:0578| 0|  COM5| S |FA52010601
2023-12-23 13:55:32.0626–TRACE–2023/12/23 13:55:32:0649| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:32.4309–TRACE–2023/12/23 13:55:32:4296| 0|  COM5| S |FA52010601
2023-12-23 13:55:32.4309–TRACE–2023/12/23 13:55:32:4347| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:32.7150–TRACE–2023/12/23 13:55:32:7137| 0|  COM5| S |FA52010601
2023-12-23 13:55:32.7150–TRACE–2023/12/23 13:55:32:7186| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:32.9256–TRACE–2023/12/23 13:55:32:9218| 0|  COM5| S |FA52010601
2023-12-23 13:55:32.9256–TRACE–2023/12/23 13:55:32:9285| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:33.1953–TRACE–2023/12/23 13:55:33:1940| 0|  COM5| S |FA52010601
2023-12-23 13:55:33.1981–TRACE–2023/12/23 13:55:33:1981| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:33.5486–TRACE–2023/12/23 13:55:33:5470| 0|  COM5| S |FA52010601
2023-12-23 13:55:33.5486–TRACE–2023/12/23 13:55:33:5514| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:33.7433–TRACE–2023/12/23 13:55:33:7420| 0|  COM5| S |FA52010601
2023-12-23 13:55:33.7433–TRACE–2023/12/23 13:55:33:7463| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:33.9199–TRACE–2023/12/23 13:55:33:9185| 0|  COM5| S |FA52010601
2023-12-23 13:55:33.9199–TRACE–2023/12/23 13:55:33:9231| 0|  COM5| Rs |FA01070101000A320D0A
2023-12-23 13:55:34.0853–TRACE–2023/12/23 13:55:34:0839| 0|  COM5| S |FA52010601
2023-12-23 13:55:34.0890–TRACE–2023/12/23 13:55:34:0889| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:34.2488–TRACE–2023/12/23 13:55:34:2475| 0|  COM5| S |FA52010601
2023-12-23 13:55:34.2488–TRACE–2023/12/23 13:55:34:2517| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:34.4150–TRACE–2023/12/23 13:55:34:4137| 0|  COM5| S |FA52010601
2023-12-23 13:55:34.4150–TRACE–2023/12/23 13:55:34:4177| 0|  COM5| Rs |FA010701010020320D0A
2023-12-23 13:55:34.5809–TRACE–2023/12/23 13:55:34:5796| 0|  COM5| S |FA52010601
2023-12-23 13:55:34.5809–TRACE–2023/12/23 13:55:34:5848| 0|  COM5| Rs |FA010701010020320D0A
